term_1,term_2,co_occurrences,freq_term_1,freq_term_2,npmi
flake,break,2,16,387,0.3221
bacillus,feed,2,10,619,0.3221
vapor,sludge,2,387,16,0.3221
pumping,benefit,2,688,9,0.3221
cause,forego,2,344,18,0.3221
instance,belong,3,145,73,0.3221
packing,fit,31,443,524,0.3221
lawn,cut,2,15,413,0.3221
appearance,pip,2,86,72,0.3221
pumping,outflow,2,688,9,0.3221
rib,project,4,120,129,0.3221
child,expose,2,15,413,0.3221
biodeodorization,apply,2,3,2064,0.3221
fork,adhere,2,12,516,0.3221
anchor,dismantle,2,144,43,0.3221
order,dice,3,3528,3,0.3221
persimmon,apply,2,3,2064,0.3221
looseness,apply,2,3,2064,0.3221
workforce,apply,2,3,2064,0.3221
repairing,expose,2,15,413,0.3221
altitude,accompany,3,67,158,0.3221
end,couple,409,5293,1328,0.3221
gallon,bypass,2,38,163,0.3221
na,melt,4,86,180,0.3221
cesspool,apply,2,3,2064,0.3221
chestnut,apply,2,3,2064,0.3221
bulkhead,agglomerate,2,59,105,0.3221
embodiment,illustrate,97,3141,334,0.322
nitosa,send,2,5,1240,0.322
gate,open,168,621,3493,0.322
relay,reset,2,159,39,0.322
expiration,send,2,5,1240,0.322
digester,thicken,3,99,107,0.322
urinal,send,2,5,1240,0.322
paper,coagulate,7,285,114,0.322
packing,drift,2,443,14,0.322
hammerstein,send,2,5,1240,0.322
duration,correct,7,116,280,0.322
oscillation,match,2,31,200,0.322
removal,drag,5,1601,13,0.322
aid,administer,2,100,62,0.322
torsion,compose,5,26,801,0.322
technique,refine,3,312,34,0.3219
display,delete,2,564,11,0.3219
countermeasure,estimate,17,158,665,0.3219
bit,advance,2,58,107,0.3219
technique,study,3,312,34,0.3219
nipple,direct,2,22,282,0.3219
precision,grind,2,85,73,0.3219
ability,degrade,5,248,84,0.3219
microwave,burn,2,94,66,0.3219
residue,burn,4,235,66,0.3219
correcting,become,2,2,3102,0.3219
add,become,2,2,3102,0.3219
density,dig,9,401,113,0.3219
uv,sterilize,15,194,459,0.3219
px,become,2,2,3102,0.3219
qx,become,2,2,3102,0.3219
productivity,perforate,3,44,241,0.3219
hopper,ferment,5,386,54,0.3219
reducibility,become,2,2,3102,0.3219
ball,thermosette,3,408,26,0.3219
product,mold,21,735,189,0.3219
barrier,sandwich,3,204,52,0.3219
ksi,become,2,2,3102,0.3219
flowmeter,subtract,2,73,85,0.3219
transportability,become,2,2,3102,0.3219
sar,obtain,16,40,2424,0.3219
ion,dialyze,3,1770,6,0.3218
impact,absorb,26,394,468,0.3218
fi,cover,2,10,621,0.3218
semi,minimize,2,10,621,0.3218
coordinate,plan,2,45,138,0.3218
coordinate,adapt,3,45,236,0.3218
tsunami,minimize,2,10,621,0.3218
butyl,cover,2,10,621,0.3218
subsoil,inject,4,9,1725,0.3218
adhesiveness,cover,2,10,621,0.3218
basement,thread,2,135,46,0.3218
moss,elute,2,46,135,0.3218
shrink,fasten,2,11,565,0.3218
gate,elongate,2,621,10,0.3218
deflection,enhance,2,45,138,0.3218
lifting,tilt,3,259,41,0.3218
association,investigate,2,57,109,0.3218
wavelength,collide,3,90,118,0.3218
blind,fasten,2,11,565,0.3218
basis,localize,2,138,45,0.3218
propeller,realize,2,45,138,0.3218
deflection,plan,2,45,138,0.3218
emission,reflect,4,111,140,0.3217
gun,finish,2,61,102,0.3217
aperture,engage,4,60,259,0.3217
sheet,weave,7,534,61,0.3217
ag,produce,5,14,1492,0.3217
mbr,overcome,2,61,102,0.3217
curtain,define,3,32,332,0.3217
ingredient,solidify,2,34,183,0.3217
tubing,overcome,2,61,102,0.3217
vibrator,eject,3,66,161,0.3217
mixture,mix,142,682,2551,0.3217
lid,excrete,4,864,18,0.3217
instance,trigger,5,145,144,0.3217
projection,recess,4,185,84,0.3217
shaft,mate,2,1245,5,0.3216
transmission,sound,2,479,13,0.3216
trolley,float,6,19,1400,0.3216
fucarbon,consist,3,9,1182,0.3216
bubbling,estimate,3,16,665,0.3216
eliminator,consist,3,9,1182,0.3216
action,anticipate,3,887,12,0.3216
inversion,stack,3,56,190,0.3216
carrier,desorb,7,572,57,0.3216
attempt,make,21,39,3570,0.3216
administrator,notify,5,113,185,0.3216
information,plan,33,1834,138,0.3216
bump,move,3,5,2129,0.3216
trap,carbonate,2,173,36,0.3216
carbon,soar,2,1245,5,0.3216
flake,facilitate,2,16,389,0.3216
hydrolysis,elute,6,197,135,0.3216
seesaw,move,3,5,2129,0.3216
discharging,dewatere,2,18,346,0.3216
absorption,slake,4,183,85,0.3216
form,standardize,4,1037,15,0.3216
vp,move,3,5,2129,0.3216
masu,fill,5,13,1608,0.3216
period,revise,2,1246,5,0.3215
fish,breed,3,273,39,0.3215
passage,proportion,2,1246,5,0.3215
period,strive,2,1246,5,0.3215
handle,catch,9,173,263,0.3215
whole,round,2,164,38,0.3215
passage,pierce,2,1246,5,0.3215
ray,kill,4,179,87,0.3215
mold,dismantle,2,145,43,0.3215
oil,worsen,2,445,14,0.3215
deposit,rub,3,444,24,0.3215
sludge,dehydrate,117,5693,237,0.3215
reinforcement,corrugate,4,410,38,0.3215
wastewater,dye,17,5272,20,0.3215
centrifuge,stand,3,91,117,0.3215
rinsing,clean,23,115,1368,0.3214
autolysis,suck,2,8,780,0.3214
buckle,lock,2,24,260,0.3214
shredder,suck,2,8,780,0.3214
april,process,2,8,780,0.3214
sorter,embed,2,17,367,0.3214
switching,backflowe,2,480,13,0.3214
replenishment,extinguish,2,99,63,0.3214
excavation,grout,2,195,32,0.3214
fabric,coat,7,172,190,0.3214
heart,expand,4,36,433,0.3214
parcel,process,2,8,780,0.3214
wqv,process,2,8,780,0.3214
condenser,exchange,13,341,217,0.3214
bridge,wire,2,120,52,0.3214
industry,lie,2,77,81,0.3214
digester,extinguish,2,99,63,0.3214
atomizer,suck,2,8,780,0.3214
trout,cause,5,5,4188,0.3214
baffle,situate,2,160,39,0.3214
loading,assign,2,96,65,0.3214
microorganism,inactivate,7,2178,15,0.3214
catch,pull,3,41,260,0.3214
eye,recognize,2,48,130,0.3214
crisis,analyze,2,17,367,0.3214
gel,immerse,4,78,200,0.3214
peroxide,invent,3,146,73,0.3214
browser,switch,2,10,624,0.3214
biofilter,grow,2,26,240,0.3214
guideline,complete,2,15,416,0.3214
conditioner,pack,2,39,160,0.3214
optimization,evaluate,2,40,156,0.3214
bolt,grout,4,488,32,0.3213
disease,electrolyze,4,35,446,0.3213
amino,find,2,18,347,0.3213
upstream,fall,6,31,860,0.3213
bacterium,find,2,18,347,0.3213
designation,identify,2,9,694,0.3213
protozoan,exceed,6,20,1334,0.3213
blade,grind,7,448,73,0.3213
diameter,glance,2,1249,5,0.3213
rental,exceed,3,8,1334,0.3213
heater,preheat,12,641,104,0.3213
group,imply,2,446,14,0.3213
fixing,corrugate,3,281,38,0.3213
group,label,2,446,14,0.3213
min,boost,2,142,44,0.3213
mv,manage,4,47,332,0.3213
worker,touch,2,169,37,0.3212
granularity,base,13,14,5297,0.3212
tool,hang,3,167,64,0.3212
hospital,design,2,16,391,0.3212
polyamide,oxidize,4,26,601,0.3212
value,correct,108,4342,280,0.3212
reduction,dissipate,8,887,44,0.3212
kinetic,design,2,16,391,0.3212
spray,seek,2,329,19,0.3212
sum,predict,14,89,919,0.3212
model,model,2,695,9,0.3212
mbbr,suspend,3,6,1781,0.3212
period,bury,127,1246,1209,0.3212
database,update,7,287,114,0.3212
terminal,output,41,449,753,0.3212
organization,predict,4,17,919,0.3212
series,acquire,24,398,419,0.3212
deformation,bury,70,567,1209,0.3212
bevel,rotate,8,18,2169,0.3212
faraday,consider,2,17,368,0.3212
polypropylene,select,7,48,682,0.3212
pahc,show,5,5,4197,0.3212
polyhydroxyaluminum,show,5,5,4197,0.3212
shut,shut,3,23,465,0.3211
sampling,claim,5,204,103,0.3211
attribute,derive,9,144,317,0.3211
rinse,bypass,4,96,163,0.3211
extension,terminate,3,214,50,0.3211
bacterium,decompose,3,18,594,0.3211
salt,calibrate,12,1077,62,0.3211
conversion,superimpose,3,214,50,0.3211
strength,resist,3,535,20,0.3211
damage,survey,5,1106,19,0.3211
recess,face,10,159,330,0.3211
dehydration,dry,23,332,475,0.3211
volume,confuse,2,1252,5,0.3211
overflow,swim,3,972,11,0.3211
drawback,assemble,5,59,356,0.3211
volume,encompass,2,1252,5,0.3211
strength,rely,3,535,20,0.3211
rinsing,classify,4,115,136,0.3211
cabin,circulate,7,19,1725,0.3211
sprocket,deposit,4,26,602,0.321
tetrapot,make,3,3,3570,0.321
respect,diagnose,4,505,31,0.321
budget,solve,4,11,1423,0.321
quantity,sum,3,446,24,0.321
oxygen,farm,5,2102,10,0.321
khz,stir,2,11,570,0.321
image,display,23,317,498,0.321
boehmite,make,3,3,3570,0.321
compression,soak,2,216,29,0.321
bomber,make,3,3,3570,0.321
element,unlock,2,783,8,0.321
cutter,convey,6,32,836,0.321
functionality,face,2,19,330,0.321
nanostructure,make,3,3,3570,0.321
environmental,refer,2,12,522,0.321
discharging,repeat,2,18,348,0.321
index,calculate,62,357,1639,0.321
overload,desorb,2,110,57,0.321
samarium,make,3,3,3570,0.321
constraint,bind,2,35,179,0.321
tn,read,2,38,165,0.321
care,spray,5,29,725,0.321
category,employ,2,38,165,0.321
ro,discuss,3,210,51,0.321
equation,derive,12,211,317,0.3209
belt,hang,4,245,64,0.3209
anchor,seat,7,144,228,0.3209
bed,soar,2,1255,5,0.3209
bead,drill,2,51,123,0.3209
flange,screw,18,900,127,0.3209
program,update,7,288,114,0.3209
phase,assure,2,523,12,0.3209
teflon,surround,4,24,653,0.3209
insulation,coat,8,206,190,0.3209
deterioration,overheat,2,448,14,0.3209
dehydrator,clarify,4,234,67,0.3209
start,request,2,369,17,0.3209
obstacle,excavate,5,157,134,0.3209
decolorization,sense,7,43,763,0.3209
frame,hinge,10,891,59,0.3209
ppm,reset,2,161,39,0.3208
xy,compare,2,6,1047,0.3208
occupant,know,5,30,702,0.3208
duct,withdraw,7,247,133,0.3208
reading,hinder,3,145,74,0.3208
vaporization,eject,2,39,161,0.3208
flash,let,2,103,61,0.3208
repair,expand,34,612,433,0.3208
mm,fire,5,390,54,0.3208
facility,tritiate,4,2242,7,0.3208
life,coexist,2,483,13,0.3208
orifice,merge,4,218,72,0.3208
liquid,tritiate,6,3830,7,0.3208
hole,penetrate,166,3421,629,0.3208
exchanger,supercoole,3,1192,9,0.3208
shake,compare,2,6,1047,0.3208
embodiment,galvanize,2,3141,2,0.3208
hm,compare,2,6,1047,0.3208
submersion,correspond,5,8,2634,0.3208
aquifer,withdraw,4,118,133,0.3208
brick,prepare,3,34,316,0.3207
drive,reciprocate,16,852,115,0.3207
projection,retract,2,185,34,0.3207
pi,acquire,2,15,419,0.3207
protein,bind,3,60,179,0.3207
irradiation,photograph,3,158,68,0.3207
establishment,correspond,10,20,2634,0.3207
folding,fit,2,12,524,0.3207
ion,exchange,45,1770,217,0.3207
copper,begin,4,157,100,0.3207
airtightness,ensure,6,56,479,0.3207
photoreaction,keep,3,18,597,0.3207
transport,conform,2,393,16,0.3207
breaker,notify,2,34,185,0.3207
hydrology,penetrate,2,10,629,0.3207
agglomerate,stir,5,37,570,0.3207
ac,rectify,2,85,74,0.3207
sprocket,cut,3,26,413,0.3207
pellet,corrode,3,86,125,0.3206
electron,discover,2,143,44,0.3206
manufacture,simplify,2,44,143,0.3206
influence,investigate,9,421,109,0.3206
human,restore,2,44,143,0.3206
temperature,cool,485,5892,1506,0.3206
radiator,condense,3,28,384,0.3206
resistance,weather,2,787,8,0.3206
resistance,dominate,2,787,8,0.3206
disk,bolt,3,256,42,0.3206
odor,harm,4,984,16,0.3205
laundry,strengthen,2,84,75,0.3205
block,delete,3,978,11,0.3205
rim,interpose,2,32,197,0.3205
percentage,establish,2,42,150,0.3205
michael,activate,2,4,1575,0.3205
polycondensation,adsorb,2,16,394,0.3205
mist,cure,2,33,191,0.3205
lignite,activate,2,4,1575,0.3205
osmosis,expire,3,828,13,0.3205
aza,activate,2,4,1575,0.3205
ro,desalinate,2,210,30,0.3205
polymethaphosphate,activate,2,4,1575,0.3205
phosphate,melt,7,183,180,0.3205
distortion,absorb,3,23,468,0.3205
rot,adsorb,2,16,394,0.3205
leader,activate,2,4,1575,0.3205
correction,compute,2,210,30,0.3205
touch,inputte,2,42,150,0.3205
arrangement,throttle,4,342,46,0.3205
moisture,powder,9,647,71,0.3205
mgso,activate,2,4,1575,0.3205
pair,align,7,464,71,0.3205
graph,link,4,127,124,0.3204
strength,harden,11,535,112,0.3204
photographing,manage,2,19,332,0.3204
oxygen,dephosphate,2,2102,3,0.3204
extraction,traverse,2,332,19,0.3204
backup,activate,4,10,1575,0.3204
alarm,prescribe,4,404,39,0.3204
map,update,6,236,114,0.3204
localization,subject,2,19,332,0.3204
rainwater,rain,32,4158,59,0.3204
channeling,activate,4,10,1575,0.3204
slab,hit,3,110,98,0.3203
volt,blow,3,33,327,0.3203
contour,raise,3,22,490,0.3203
chlorine,pipe,2,1052,6,0.3203
reverse,avoid,3,32,337,0.3203
incrustation,know,2,9,702,0.3203
soil,incubate,10,2033,26,0.3203
scope,prefer,6,106,254,0.3203
trapping,raise,3,22,490,0.3203
chlorine,package,2,1052,6,0.3203
intensity,file,2,243,26,0.3203
dwell,promote,2,14,451,0.3203
fan,compost,2,234,27,0.3203
jet,fire,4,292,54,0.3203
transmitter,receive,51,155,2931,0.3203
dehydrator,compost,2,234,27,0.3203
compression,grind,4,216,73,0.3203
states,know,2,9,702,0.3203
united,know,2,9,702,0.3203
exhaustion,emit,2,24,263,0.3203
microplastic,monitor,4,8,1972,0.3203
tetramethylbenzene,comprise,3,3,3599,0.3202
trimethylbenzene,comprise,3,3,3599,0.3202
macerator,comprise,3,3,3599,0.3202
tourmaline,promote,4,35,451,0.3202
droop,depend,2,8,790,0.3202
cumene,comprise,3,3,3599,0.3202
thermometer,match,3,54,200,0.3202
rebar,damage,3,18,600,0.3202
outcasing,collect,7,12,2753,0.3202
fe,oxidize,12,112,601,0.3202
determination,irradiate,22,810,185,0.3202
actuator,actuate,5,163,130,0.3202
backflow,block,98,598,1801,0.3202
disinfectant,soak,2,218,29,0.3202
inclination,analyse,2,158,40,0.3202
implantation,depend,2,8,790,0.3202
counter,radiate,2,129,49,0.3202
urethane,prepare,2,20,316,0.3202
tissue,damage,3,18,600,0.3202
adapter,screw,3,85,127,0.3202
rectifier,ionize,6,107,252,0.3202
test,warp,2,395,16,0.3202
projection,couple,32,185,1328,0.3202
cas,comprise,3,3,3599,0.3202
ethylbenzene,comprise,3,3,3599,0.3202
dtw,comprise,3,3,3599,0.3202
granule,link,2,51,124,0.3202
subpressure,comprise,3,3,3599,0.3202
paint,sediment,2,71,89,0.3202
pigment,prepare,2,20,316,0.3202
proportioner,comprise,3,3,3599,0.3202
trough,enlarge,2,80,79,0.3202
light,worsen,2,452,14,0.3201
saltpan,equip,2,9,703,0.3201
animal,house,2,55,115,0.3201
dryer,condense,9,120,384,0.3201
bb,see,2,10,633,0.3201
fuse,equip,2,9,703,0.3201
jet,obstruct,3,292,37,0.3201
steel,reinforce,52,724,645,0.3201
equation,compute,2,211,30,0.3201
suckback,store,5,5,4242,0.3201
security,leak,6,37,729,0.3201
branch,on,2,791,8,0.3201
database,denote,6,287,94,0.3201
inertia,stop,6,20,1349,0.3201
mn,see,2,10,633,0.3201
equipment,own,5,1117,19,0.3201
alkanoate,store,5,5,4242,0.3201
rinsing,restart,2,115,55,0.3201
polyhydroxy,store,5,5,4242,0.3201
cross,synchronize,2,452,14,0.3201
net,attain,2,422,15,0.3201
pbm,store,5,5,4242,0.3201
terminal,inputte,12,449,150,0.3201
spectrum,compare,9,44,1047,0.3201
flange,couple,106,900,1328,0.3201
groove,slide,31,1228,192,0.3201
kiyosawa,base,10,10,5297,0.3201
utilization,begin,4,158,100,0.3201
mode,end,7,509,65,0.3201
rf,lay,2,24,264,0.32
idea,implement,4,62,255,0.32
effectiveness,correlate,2,64,99,0.32
peroxide,irradiate,6,146,185,0.32
fabric,cover,17,172,621,0.32
tension,enlarge,3,137,79,0.32
pool,originate,2,192,33,0.32
phytoplankton,oxidize,3,18,601,0.32
bacterium,oxidize,3,18,601,0.32
header,supplement,2,99,64,0.32
regularity,control,3,3,3608,0.32
reynold,control,3,3,3608,0.32
sector,say,8,31,1274,0.32
wire,ground,4,586,27,0.32
promoter,intend,2,33,192,0.32
acquisition,predict,30,246,919,0.32
aggregation,flocculate,5,180,118,0.32
gate,rotate,116,621,2169,0.32
ion,complexe,5,1770,12,0.32
worker,hang,3,169,64,0.32
acceleration,hang,2,99,64,0.32
notification,access,2,181,35,0.32
tolerance,intend,2,33,192,0.32
automation,work,2,24,264,0.32
formula,obtain,61,238,2424,0.32
constraint,deform,2,35,181,0.32
burner,preheat,2,61,104,0.3199
plurality,collate,2,3170,2,0.3199
manganese,oxidize,6,45,601,0.3199
excavator,retain,2,21,302,0.3199
back,partition,6,147,184,0.3199
expense,solve,6,19,1423,0.3199
spring,counteract,3,471,23,0.3199
penetration,perforate,8,164,241,0.3199
aesthetic,improve,8,23,1718,0.3199
plurality,sandwichingthe,2,3170,2,0.3199
lot,demand,2,373,17,0.3199
plurality,subsample,2,3170,2,0.3199
scope,implement,6,106,255,0.3199
wheel,rotate,48,194,2169,0.3199
orientation,retain,2,21,302,0.3199
bolt,speak,2,488,13,0.3199
impregnation,repair,2,20,317,0.3199
plurality,oversee,2,3170,2,0.3199
spiral,coat,3,57,190,0.3199
plurality,binarize,2,3170,2,0.3199
polymer,spin,3,387,28,0.3199
mortar,excavate,6,202,134,0.3198
sodium,dilute,13,385,195,0.3198
buoyancy,raise,27,402,490,0.3198
nylon,shape,4,17,932,0.3198
flocculant,crosslinke,3,638,17,0.3198
periphery,cover,32,397,621,0.3198
inhibition,kill,2,73,87,0.3198
braid,rotate,3,5,2169,0.3198
structure,equilibrate,6,3006,9,0.3198
dnas,measure,3,3,3614,0.3198
image,superimpose,4,317,50,0.3198
iodide,measure,3,3,3614,0.3198
purifier,eat,2,635,10,0.3198
oilless,rotate,3,5,2169,0.3198
tractor,contain,11,13,4632,0.3198
trihalo,measure,3,3,3614,0.3198
regularity,measure,3,3,3614,0.3198
bisphenol,accumulate,3,9,1205,0.3198
course,corrugate,2,167,38,0.3198
deodorization,invent,2,87,73,0.3198
network,outline,4,1441,11,0.3198
refill,illustrate,2,19,334,0.3198
insulator,wind,2,28,227,0.3197
handle,slide,7,173,192,0.3197
radius,utilize,4,46,345,0.3197
average,bypass,2,39,163,0.3197
microbial,fix,4,7,2267,0.3197
jaw,hinge,4,269,59,0.3197
execution,stabilize,3,61,178,0.3197
proposal,execute,2,31,205,0.3197
flange,insert,103,900,1282,0.3197
shellfish,exchange,3,50,217,0.3197
advance,survive,2,454,14,0.3197
boron,stabilize,3,61,178,0.3197
spindle,undergo,2,39,163,0.3197
dust,roll,7,365,91,0.3197
oh,react,6,90,301,0.3197
hematite,obtain,13,31,2424,0.3197
instruction,assist,2,163,39,0.3197
biasing,move,5,10,2129,0.3197
binding,maximize,2,19,335,0.3196
gill,settle,2,5,1272,0.3196
ash,elute,9,343,135,0.3196
differential,combine,4,22,722,0.3196
procedure,follow,11,89,678,0.3196
contact,acclimatize,3,2716,4,0.3196
saliva,settle,2,5,1272,0.3196
hwl,proceed,2,21,303,0.3196
sputter,settle,2,5,1272,0.3196
compensation,explain,2,43,148,0.3196
phototransistor,settle,2,5,1272,0.3196
update,output,6,36,753,0.3196
input,display,60,1137,498,0.3196
cement,fill,41,213,1608,0.3196
blower,aerate,14,601,138,0.3196
deflector,convey,3,13,836,0.3196
molybdate,cool,6,18,1506,0.3196
prediction,read,20,805,165,0.3196
limestone,flocculate,2,54,118,0.3195
pitch,adapt,2,27,236,0.3195
epoxy,contract,2,54,118,0.3195
nut,bend,14,228,364,0.3195
dioxide,counteract,2,277,23,0.3195
grasping,say,2,5,1274,0.3195
hazen,say,2,5,1274,0.3195
purifier,drink,9,635,73,0.3195
oxide,free,2,277,23,0.3195
interaction,modify,2,32,199,0.3195
nitrification,denitrate,3,518,21,0.3195
relation,assume,3,72,151,0.3195
weakening,bury,3,9,1209,0.3195
ratio,multiply,12,797,85,0.3195
glass,thermosette,2,245,26,0.3195
sl,say,2,5,1274,0.3195
exo,say,2,5,1274,0.3195
theory,chelate,2,32,199,0.3195
strike,bury,3,9,1209,0.3195
tier,say,2,5,1274,0.3195
viewpoint,degas,2,49,130,0.3195
glass,waterproof,2,245,26,0.3195
melting,stand,3,93,117,0.3195
band,establish,6,181,150,0.3195
lead,interconnect,3,136,80,0.3195
map,color,2,236,27,0.3195
current,drift,3,777,14,0.3195
dewpoint,say,2,5,1274,0.3195
ghost,occur,3,4,2723,0.3194
reference,subtract,16,1166,85,0.3194
update,indicate,7,36,925,0.3194
terminal,notify,14,449,185,0.3194
species,return,6,22,1235,0.3194
reality,implement,2,25,255,0.3194
grit,protect,3,35,311,0.3194
river,pollute,21,1650,86,0.3194
ratio,categorize,2,797,8,0.3194
microorganism,fluorinate,3,2178,5,0.3194
disinfectant,drink,4,218,73,0.3194
cctv,permeate,2,25,255,0.3194
curing,mold,5,113,189,0.3194
sulfide,confirm,7,111,300,0.3194
east,locate,3,8,1361,0.3194
function,group,5,1424,15,0.3194
port,redirect,2,2125,3,0.3194
fire,sample,4,234,68,0.3194
mold,scrap,2,145,44,0.3193
camera,repair,13,238,317,0.3193
season,rat,2,319,20,0.3193
gypsum,dry,5,45,475,0.3193
settlement,respond,4,166,96,0.3193
aesthetic,construct,3,23,474,0.3193
candidate,claim,2,62,103,0.3193
population,test,2,112,57,0.3193
destination,begin,3,109,100,0.3193
hollow,invert,2,57,112,0.3193
link,propel,2,152,42,0.3193
fork,couple,4,12,1328,0.3193
bellow,wrap,2,56,114,0.3193
ionizer,electrolyze,6,61,446,0.3193
separator,slurrye,2,580,11,0.3193
nut,taper,2,228,28,0.3193
datum,represent,66,2456,262,0.3193
land,water,3,237,46,0.3193
rank,divide,3,16,681,0.3193
backwash,flush,19,479,260,0.3192
boehmite,move,2,3,2129,0.3192
illite,select,3,16,682,0.3192
firefighter,move,2,3,2129,0.3192
baume,move,2,3,2129,0.3192
caulking,arrange,4,11,1450,0.3192
diffusion,advance,5,200,107,0.3192
projection,hinge,3,185,59,0.3192
drawbar,move,2,3,2129,0.3192
alumina,react,4,53,301,0.3192
cutting,plant,2,83,77,0.3192
nanostructure,move,2,3,2129,0.3192
gap,diverge,3,727,15,0.3192
lead,point,2,136,47,0.3192
wavefront,move,2,3,2129,0.3192
breakage,disconnect,7,556,60,0.3192
traverse,move,2,3,2129,0.3192
meaning,give,2,15,426,0.3192
decrease,worsen,2,457,14,0.3191
effect,exhibit,37,2657,113,0.3191
holding,claim,3,106,103,0.3191
boiling,condense,7,87,384,0.3191
pumice,rise,5,20,1071,0.3191
throughput,save,3,67,163,0.3191
blockage,impact,3,455,24,0.3191
chute,flush,3,42,260,0.3191
tightness,bind,3,61,179,0.3191
transmitter,claim,4,155,103,0.3191
chlorite,suck,3,14,780,0.3191
pair,oppose,7,464,72,0.3191
ram,immerse,2,32,200,0.3191
radiation,prove,2,156,41,0.3191
mountain,cross,2,79,81,0.3191
mention,make,5,6,3570,0.3191
information,display,86,1834,498,0.3191
outflow,bisect,2,914,7,0.3191
groove,vacuum,4,1228,13,0.3191
circulation,ducte,2,1601,4,0.319
cytochrome,allow,2,4,1601,0.319
value,determine,808,4342,4041,0.319
lift,descend,6,149,183,0.319
admixture,solidify,2,35,183,0.319
mail,send,6,22,1240,0.319
gear,alter,2,194,33,0.319
motor,grind,16,1362,73,0.319
ordering,allow,2,4,1601,0.319
removal,afford,2,1601,4,0.319
statement,allow,2,4,1601,0.319
sandstorm,allow,2,4,1601,0.319
trap,touch,2,173,37,0.319
bluetooth,allow,2,4,1601,0.319
trash,space,2,21,305,0.319
oxygenation,allow,2,4,1601,0.319
winch,convey,10,64,836,0.319
lubrication,support,2,7,915,0.319
removal,ducte,2,1601,4,0.319
coal,elute,3,81,135,0.319
